EventID,DecodedID,EventName,DateTime
Za5ju3rKuqZBhGxmfAvPGw1lPdDU1KUan,L250117,Toronto Maple Leafs vs New Jersey Devils,2025-01-17 00:00:00+00:00
vv17jZbfGkRnVgCE,R250118,Milwaukee Bucks vs Toronto Raptors (Premium Spaces),2025-01-18 01:00:00+00:00
vv1kjZb8ffG7mN8f,R250118,Milwaukee Bucks vs. Toronto Raptors,2025-01-18 01:00:00+00:00
Za5ju3rKuqZDvFUY8aVysuOhjobO6yPXoa,L250119,Toronto Maple Leafs,2025-01-19 00:00:00+00:00
17G8vOG62JZvsyN,L250119,Montreal Canadiens vs. Toronto Maple Leafs,2025-01-19 00:00:00+00:00
Za5ju3rKuqZDvN75Y-rOPASQXsSUuc9s4X,L250121,Toronto Maple Leafs vs Tampa Bay Lightning,2025-01-21 00:30:00+00:00
Za5ju3rKuqZDvKc0noXXgaRyaxSYrFnQEp,L250121,Toronto Maple Leafs vs Tampa Bay Lightning,2025-01-21 00:30:00+00:00
Za5ju3rKuqZDe29zJuH041T1XyNFxnsxzT,L250121,Toronto Maple Leafs vs Tampa Bay Lightning,2025-01-21 00:30:00+00:00
Za5ju3rKuqZDdJgCKKsz_a8_Iov1kptrd5,L250121,Toronto Maple Leafs vs Tampa Bay Lightning,2025-01-21 00:30:00+00:00
177ZvOG62Xc3KOe,L250121,Toronto Maple Leafs vs. Tampa Bay Lightning,2025-01-21 00:30:00+00:00
Za5ju3rKuqZDvkMGFfEayduBstTPnVARkF,L250121,Toronto Maple Leafs vs Tampa Bay Lightning,2025-01-21 00:30:00+00:00
Za5ju3rKuqZDvznx1_CdoF7nPVzeArO2Yy,R250122,Toronto Raptors vs Orlando Magic,2025-01-22 00:30:00+00:00
Za5ju3rKuqZDdCu97gAi4ZLaOtyCp7OnHl,R250122,Toronto Raptors vs Orlando Magic,2025-01-22 00:30:00+00:00
Za5ju3rKuqZDdZN2-XS7uCozmxOhbc1nVT,R250122,Toronto Raptors vs Orlando Magic,2025-01-22 00:30:00+00:00
1k7Zv-a6GACf8zf,R250122,GREATEST OF ALL TORONTO NIGHT | Toronto Raptors v Orlando Magic,2025-01-22 00:30:00+00:00
Za5ju3rKuqZBufbJtry_kjzW0OWofOLzQ,R250122,Toronto Raptors vs Orlando Magic,2025-01-22 00:30:00+00:00
Za5ju3rKuqZBhNcv7vkPZh_cyPudE4sbi,L250123,Toronto Maple Leafs vs Columbus Blue Jackets,2025-01-23 00:30:00+00:00
177ZvOG62XcKNO6,L250123,Toronto Maple Leafs vs. Columbus Blue Jackets,2025-01-23 00:30:00+00:00
Za5ju3rKuqZDvjfpzuyqWZEDinCK0MdKlu,L250123,Toronto Maple Leafs vs Columbus Blue Jackets,2025-01-23 00:30:00+00:00
Za5ju3rKuqZDevEA-tlgAakQO8l5CCe47F,L250123,Toronto Maple Leafs vs Columbus Blue Jackets,2025-01-23 00:30:00+00:00
Za5ju3rKuqZDdvPyfROkWvh1U7gRv91iNW,L250123,Toronto Maple Leafs vs Columbus Blue Jackets,2025-01-23 00:30:00+00:00
Za5ju3rKuqZBVEHBwgk4kRDDhMkRyBsYe,L250123,Toronto Maple Leafs vs Columbus Blue Jackets,2025-01-23 00:30:00+00:00
Za5ju3rKuqZDdzAQpdm_vAtnyf3dL23quc,R250124,HAWKS SUITE PASS: Toronto Raptors,2025-01-24 00:30:00+00:00
vvG1zZb8h0vgA0,R250124,Atlanta Hawks vs Toronto Raptors,2025-01-24 00:30:00+00:00
Za5ju3rKuqZDdhpsUKMkAAb5_ZslW7l7Fu,L250126,Ottawa Senators vs Pintys Toronto Maple Leafs,2025-01-26 00:00:00+00:00
1AsZk76GkdBZP7w,L250126,Ottawa Senators vs. Toronto Maple Leafs,2025-01-26 00:00:00+00:00
vvG1zZb8h0ePAy,R250126,Atlanta Hawks vs Toronto Raptors,2025-01-26 00:30:00+00:00
Za5ju3rKuqZDeXTEcwv1tCv1LvmZgpjbhj,R250126,HAWKS SUITE PASS: Toronto Raptors,2025-01-26 00:30:00+00:00
Za5ju3rKuqZDeADdW_NaqkolyS7vZWiMjF,R250128,Toronto Raptors vs New Orleans Pelicans,2025-01-28 00:30:00+00:00
Za5ju3rKuqZDeBOMJ8zdq1ZhvAemCkonDf,R250128,Toronto Raptors vs New Orleans Pelicans,2025-01-28 00:30:00+00:00
Za5ju3rKuqZDeVg7ne7a_vJIOYZgLACYOx,R250128,Toronto Raptors vs New Orleans Pelicans,2025-01-28 00:30:00+00:00
Za5ju3rKuqZDvYJIEoMVgCTQTZAhY31QlW,R250128,Toronto Raptors vs New Orleans Pelicans,2025-01-28 00:30:00+00:00
1k7Zv-a6GAC4Zzb,R250128,Toronto Raptors vs. New Orleans Pelicans,2025-01-28 00:30:00+00:00
Za5ju3rKuqZDdiOsHDLNvkwlRD7HsJtE7Q,L250130,Toronto Maple Leafs vs Minnesota Wild,2025-01-30 00:00:00+00:00
1AvfZb8GkDl1fMb,R250130,Washington Wizards vs. Toronto Raptors,2025-01-30 00:00:00+00:00
Za5ju3rKuqZBlnTPls3gambAw4w-S8-Sl,L250130,Toronto Maple Leafs vs Minnesota Wild,2025-01-30 00:00:00+00:00
Za5ju3rKuqZBf77Z4DRgAYzfR3ottT58Y,L250130,Toronto Maple Leafs vs Minnesota Wild,2025-01-30 00:00:00+00:00
Za5ju3rKuqZB_bP-1PO413Fqy6lpEwSo2,L250130,Toronto Maple Leafs vs Minnesota Wild,2025-01-30 00:00:00+00:00
177ZvOG62XcfSO3,L250130,Toronto Maple Leafs vs. Minnesota Wild,2025-01-30 00:00:00+00:00
Za5ju3rKuqZDvsiPv8pAo6j1oDCXYOLgmD,L250130,Toronto Maple Leafs vs Minnesota Wild,2025-01-30 00:00:00+00:00
Za5ju3rKuqZDvOC70hZCg5vzomcIkeo_B8,R250201,Toronto Raptors vs Chicago Bulls,2025-02-01 00:30:00+00:00
Za5ju3rKuqZBhOP0gOi-1EB0XTjrkZEce,R250201,Toronto Raptors vs Chicago Bulls,2025-02-01 00:30:00+00:00
Za5ju3rKuqZB8eKKwozWdRQEn30yINoAe,R250201,Toronto Raptors vs Chicago Bulls,2025-02-01 00:30:00+00:00
1k7Zv-a6GAC4Yzj,R250201,Toronto Raptors vs. Chicago Bulls,2025-02-01 00:30:00+00:00
Za5ju3rKuqZDdbT2nEf0sv5bBK8R-x1cep,R250201,Toronto Raptors vs Chicago Bulls,2025-02-01 00:30:00+00:00
1k78v-7zGA12K2f,L250202,Edmonton Oilers vs. Toronto Maple Leafs,2025-02-02 00:00:00+00:00
Za5ju3rKuqZDvDDmSSZIWGi5jV3yhwmOuw,R250202,Toronto Raptors vs LA Clippers,2025-02-02 20:30:00+00:00
Za5ju3rKuqZDeJwEk-7CP2c_hPG-qK1wkW,R250202,Toronto Raptors vs LA Clippers,2025-02-02 20:30:00+00:00
Za5ju3rKuqZDdADA33FGP6TBayTOPGtlpq,R250202,Toronto Raptors vs LA Clippers,2025-02-02 20:30:00+00:00
Za5ju3rKuqZDd6yjbCx-gk_l623Z5efErr,R250202,Toronto Raptors vs LA Clippers,2025-02-02 20:30:00+00:00
1k7Zv-a6GACpYzx,R250202,Toronto Raptors vs. LA Clippers,2025-02-02 20:30:00+00:00
Za5ju3rKuqZDdt8_-_Cd-2BIqEUENdaR5R,R250205,Toronto Raptors vs New York Knicks,2025-02-05 00:30:00+00:00
Za5ju3rKuqZB35wHvO4vGAt4eDX8ujT1f,R250205,Toronto Raptors vs New York Knicks,2025-02-05 00:30:00+00:00
1k7Zv-a6GAC9Ozi,R250205,Toronto Raptors vs. New York Knicks,2025-02-05 00:30:00+00:00
Za5ju3rKuqZDeOgAw2Kco6Fn1y1-db-KDa,R250205,Toronto Raptors vs New York Knicks,2025-02-05 00:30:00+00:00
Za5ju3rKuqZDdx8N5858P5mtx99xbFl8Xx,R250205,Toronto Raptors vs New York Knicks,2025-02-05 00:30:00+00:00
1Av7Zb8GkM80NW8,L250205,Calgary Flames vs. Toronto Maple Leafs,2025-02-05 02:00:00+00:00
1k7Zv-a6GACb8zY,R250206,90s DECADE NIGHT | Toronto Raptors v Memphis Grizzlies,2025-02-06 00:30:00+00:00
Za5ju3rKuqZDdUPRoeoWseDDOdybnUwZzH,R250206,Toronto Raptors vs Memphis Grizzlies,2025-02-06 00:30:00+00:00
Za5ju3rKuqZDvNEaLBPCokezsQtBkiOrF7,R250206,Toronto Raptors vs Memphis Grizzlies,2025-02-06 00:30:00+00:00
Za5ju3rKuqZDvWHNi-gCc7BBRoF-uWkI7Y,R250206,Toronto Raptors vs Memphis Grizzlies,2025-02-06 00:30:00+00:00
Za5ju3rKuqZDvsKMQIxHy7zDkm3J7u_h5w,R250206,Toronto Raptors vs Memphis Grizzlies,2025-02-06 00:30:00+00:00
vvG1HZb4S_becV,L250207,Suites: Seattle Kraken vs Toronto Maple Leafs,2025-02-07 03:00:00+00:00
Za5ju3rKuqZDe2xkmKb9tueaXcf77OZy4N,L250207,Premium: Seattle Kraken vs Toronto Maple Leafs,2025-02-07 03:00:00+00:00
vvG1HZbGnNTP_u,L250207,Seattle Kraken vs. Toronto Maple Leafs,2025-02-07 03:00:00+00:00
Za5ju3rKuqZDdG-S7L_coZNzrnJP5C6y7r,R250208,Thunder vs. Toronto Raptors - SUITE,2025-02-08 01:00:00+00:00
vvG1YZb8D7DKjr,R250208,Oklahoma City Thunder vs. Toronto Raptors,2025-02-08 01:00:00+00:00
1778vOG6CX3so73,L250209,Vancouver Canucks vs. Toronto Maple Leafs,2025-02-09 00:00:00+00:00
Z7r9jZ1A7C3qO,R250209,Houston Rockets vs. Toronto Raptors,2025-02-09 19:00:00+00:00
1AdZZb8GkDbdVIR,R250212,Philadelphia 76ers vs. Toronto Raptors,2025-02-12 00:00:00+00:00
Za5ju3rKuqZDvBekG4HFWumDbS9fk94dw5,R250213,Toronto Raptors vs Cleveland Cavaliers,2025-02-13 00:30:00+00:00
Za5ju3rKuqZDdwkZZk56Pv0txA5HCeqe4a,R250213,Toronto Raptors vs Cleveland Cavaliers,2025-02-13 00:30:00+00:00
Za5ju3rKuqZBVKjYZX1g10QVP-iz-Ukg1,R250213,Toronto Raptors vs Cleveland Cavaliers,2025-02-13 00:30:00+00:00
1k7Zv-a6GACbYzw,R250213,DUNKAVERSARY NIGHT |Toronto Raptors v Cleveland Cavaliers,2025-02-13 00:30:00+00:00
Za5ju3rKuqZDdRh1I9w6AFezyoodILtN8Z,R250213,Toronto Raptors vs Cleveland Cavaliers,2025-02-13 00:30:00+00:00
1k7Zv-a6GAC_OzV,R250222,CARIBBEAN HERITAGE NIGHT | Toronto Raptors v Miami Heat,2025-02-22 00:30:00+00:00
Za5ju3rKuqZDdPkSUC1iqGnapo2OwOuWAr,R250222,Toronto Raptors vs Miami Heat,2025-02-22 00:30:00+00:00
Za5ju3rKuqZDduP2YjS3AAID1r7kaUUhkg,R250222,Toronto Raptors vs Miami Heat,2025-02-22 00:30:00+00:00
Za5ju3rKuqZDvY1fowS0_uYb9NfVcB3bJ7,R250222,Toronto Raptors vs Miami Heat,2025-02-22 00:30:00+00:00
Za5ju3rKuqZDvyPZtHgB_6vy82y-2Jrxj4,R250222,Toronto Raptors vs Miami Heat,2025-02-22 00:30:00+00:00
Za5ju3rKuqZDeiqryfGgtZhhtDyrS7FSiI,L250223,Toronto Maple Leafs vs Carolina Hurricanes,2025-02-23 00:00:00+00:00
Za5ju3rKuqZDeSwqJfJ_Pu4b9TXYbHrrc1,L250223,Toronto Maple Leafs vs Carolina Hurricanes,2025-02-23 00:00:00+00:00
Za5ju3rKuqZDd3U-BrlXv2WhHMGXCDlZEg,L250223,Toronto Maple Leafs vs Carolina Hurricanes,2025-02-23 00:00:00+00:00
Za5ju3rKuqZBqKAzAQDgFNQ0lNNjGi7PM,L250223,Toronto Maple Leafs vs Carolina Hurricanes,2025-02-23 00:00:00+00:00
177ZvOG62XcpKON,L250223,Toronto Maple Leafs vs. Carolina Hurricanes,2025-02-23 00:00:00+00:00
Za5ju3rKuqZDvzh9EwpwyC51Z6Eno2i1jk,L250223,Toronto Maple Leafs vs Carolina Hurricanes,2025-02-23 00:00:00+00:00
Za5ju3rKuqZDv_17o2KatFPF_WNGwQ0oLa,R250223,Toronto Raptors vs Phoenix Suns,2025-02-23 23:00:00+00:00
Za5ju3rKuqZDeyHkOWkDue9DOMGX5fCUUu,R250223,Toronto Raptors vs Phoenix Suns,2025-02-23 23:00:00+00:00
1k7Zv-a6GACQOye,R250223,Toronto Raptors vs. Phoenix Suns,2025-02-23 23:00:00+00:00
Za5ju3rKuqZDdJDoL4SE_AMy4lrVQ61KQ8,R250223,Toronto Raptors vs Phoenix Suns,2025-02-23 23:00:00+00:00
Za5ju3rKuqZDv1gC7tFrsaMa2_rk34t5-z,R250223,Toronto Raptors vs Phoenix Suns,2025-02-23 23:00:00+00:00
vvG18ZbCCqTsrd,L250224,Chicago Blackhawks vs. Toronto Maple Leafs,2025-02-24 00:00:00+00:00
Za5ju3rKuqZDeEd3jY50ya3h_kuDDrsNm9,L250226,Bruins vs. Toronto Maple Leafs: Legends,2025-02-26 00:00:00+00:00
Za5ju3rKuqZDdHw4mVtW_v8tsd6loBxarb,L250226,Boston Bruins vs. Toronto Maple Leafs,2025-02-26 00:00:00+00:00
vvG17ZbuEfB9uE,L250226,Boston Bruins vs. Toronto Maple Leafs,2025-02-26 00:00:00+00:00
Za5ju3rKuqZDecV5Zwl-P5Vazmrtf40BLv,L250226,Boston Bruins vs. Toronto Maple Leafs,2025-02-26 00:00:00+00:00
Za5ju3rKuqZBo3fJxXF45_yC8YM8ROAX4,R250226,Toronto Raptors vs Boston Celtics,2025-02-26 00:30:00+00:00
Za5ju3rKuqZDeHI9Qt4mA5k5IO_TAoD5Fd,R250226,Toronto Raptors vs Boston Celtics,2025-02-26 00:30:00+00:00
Za5ju3rKuqZDdTGWbiTqsZrtJgvycSoAGH,R250226,Toronto Raptors vs Boston Celtics,2025-02-26 00:30:00+00:00
1k7Zv-a6GAChZy6,R250226,Toronto Raptors vs. Boston Celtics,2025-02-26 00:30:00+00:00
Za5ju3rKuqZDvkGgCzObyFst4xxPUBLffd,R250226,Toronto Raptors vs Boston Celtics,2025-02-26 00:30:00+00:00
vv17fZb8GkD-5Nmy,R250227,Indiana Pacers vs. Toronto Raptors,2025-02-27 00:00:00+00:00
Za5ju3rKuqZBpOaqsNIA6Fzn3SvmApG_g,R250227,RENTAL 2/26/2025 Toronto Raptors,2025-02-27 00:00:00+00:00
Za5ju3rKuqZBWT840QuPCV_4ZppaBSaJj,R250227,(GUEST PASS) Pacers vs. Toronto Raptors,2025-02-27 00:00:00+00:00
Za5ju3rKuqZDeNtWZe2DP5ZtDBwtC4lxkY,L250301,NYR vs. Toronto Maple Leafs,2025-03-01 00:00:00+00:00
G5diZbCCBEv6w,L250301,New York Rangers vs. Toronto Maple Leafs,2025-03-01 00:00:00+00:00
vv1A7Zk78GkeHp7jC,R250301,Chicago Bulls vs. Toronto Raptors,2025-03-01 01:00:00+00:00
17AOvOG6ul_LP0k,L250302,Pittsburgh Penguins vs. Toronto Maple Leafs,2025-03-02 18:00:00+00:00
1AeFZb8GkDOxsHC,R250302,Orlando Magic v Toronto Raptors,2025-03-02 23:00:00+00:00
Za5ju3rKuqZBATbzaHEakzBYNVcyXGnAS,L250304,Toronto Maple Leafs vs San Jose Sharks,2025-03-04 00:30:00+00:00
Za5ju3rKuqZBhLXi1XPyeYzoBZuQUx2xR,L250304,Toronto Maple Leafs vs San Jose Sharks,2025-03-04 00:30:00+00:00
